row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-L-aa0fcd21-baea-4258-a87c-2fb384b7c454,,https://lda.gov/filings/public/filing/aa0fcd21-baea-4258-a87c-2fb384b7c454/print/,2026-09-14,"{""filing_uuid"":""aa0fcd21-baea-4258-a87c-2fb384b7c454"",""filing_type"":""Q4Y"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-aa0fcd21-baea-4258-a87c-2fb384b7c454,,OpenAI,,OPEN
O-L-abc01578-599c-4466-947a-7d28a005eb56,,https://lda.gov/filings/public/filing/abc01578-599c-4466-947a-7d28a005eb56/print/,2026-09-14,"{""filing_uuid"":""abc01578-599c-4466-947a-7d28a005eb56"",""filing_type"":""Q1Y"",""filing_year"":2021,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-abc01578-599c-4466-947a-7d28a005eb56,,Amazon,,OPEN
O-L-ac288f0a-dae7-44e3-a12d-76ec7f5dee68,,https://lda.gov/filings/public/filing/ac288f0a-dae7-44e3-a12d-76ec7f5dee68/print/,2026-09-14,"{""filing_uuid"":""ac288f0a-dae7-44e3-a12d-76ec7f5dee68"",""filing_type"":""4TY"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-ac288f0a-dae7-44e3-a12d-76ec7f5dee68,,Amazon,,OPEN
O-L-b23038db-075d-4143-9af0-67a068f67286,,https://lda.gov/filings/public/filing/b23038db-075d-4143-9af0-67a068f67286/print/,2026-09-14,"{""filing_uuid"":""b23038db-075d-4143-9af0-67a068f67286"",""filing_type"":""2TY"",""filing_year"":2021,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-b23038db-075d-4143-9af0-67a068f67286,,Meta,,OPEN
O-L-bdae5358-ac76-4e2f-9a95-f9ea1893416c,,https://lda.gov/filings/public/filing/bdae5358-ac76-4e2f-9a95-f9ea1893416c/print/,2026-09-14,"{""filing_uuid"":""bdae5358-ac76-4e2f-9a95-f9ea1893416c"",""filing_type"":""Q4Y"",""filing_year"":2019,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-bdae5358-ac76-4e2f-9a95-f9ea1893416c,,Microsoft,,OPEN
O-L-bef810d1-d886-4ea3-8f2d-21d68c32dfad,,https://lda.gov/filings/public/filing/bef810d1-d886-4ea3-8f2d-21d68c32dfad/print/,2026-09-14,"{""filing_uuid"":""bef810d1-d886-4ea3-8f2d-21d68c32dfad"",""filing_type"":""Q1Y"",""filing_year"":2023,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-bef810d1-d886-4ea3-8f2d-21d68c32dfad,,Microsoft,,OPEN
O-L-bf0aee5a-e314-43ff-a1ad-b53583dbbf85,,https://lda.gov/filings/public/filing/bf0aee5a-e314-43ff-a1ad-b53583dbbf85/print/,2026-09-14,"{""filing_uuid"":""bf0aee5a-e314-43ff-a1ad-b53583dbbf85"",""filing_type"":""4TY"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-bf0aee5a-e314-43ff-a1ad-b53583dbbf85,,Google,,OPEN
O-L-bf3f637a-35be-4e2f-998e-a426ea5251f3,,https://lda.gov/filings/public/filing/bf3f637a-35be-4e2f-998e-a426ea5251f3/print/,2026-09-14,"{""filing_uuid"":""bf3f637a-35be-4e2f-998e-a426ea5251f3"",""filing_type"":""Q2Y"",""filing_year"":2023,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-bf3f637a-35be-4e2f-998e-a426ea5251f3,,Microsoft,,OPEN
O-L-bff12293-8b01-41ea-97cb-a7f630e46678,,https://lda.gov/filings/public/filing/bff12293-8b01-41ea-97cb-a7f630e46678/print/,2026-09-14,"{""filing_uuid"":""bff12293-8b01-41ea-97cb-a7f630e46678"",""filing_type"":""Q1Y"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-bff12293-8b01-41ea-97cb-a7f630e46678,,Amazon,,OPEN
O-L-c18357a4-8aaa-4433-b3a2-3df9b7de4dd4,,https://lda.gov/filings/public/filing/c18357a4-8aaa-4433-b3a2-3df9b7de4dd4/print/,2026-09-14,"{""filing_uuid"":""c18357a4-8aaa-4433-b3a2-3df9b7de4dd4"",""filing_type"":""Q3Y"",""filing_year"":2025,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-c18357a4-8aaa-4433-b3a2-3df9b7de4dd4,,Microsoft,,OPEN
O-L-c26f3e35-3c50-425b-9cd3-a717f241fec5,,https://lda.gov/filings/public/filing/c26f3e35-3c50-425b-9cd3-a717f241fec5/print/,2026-09-14,"{""filing_uuid"":""c26f3e35-3c50-425b-9cd3-a717f241fec5"",""filing_type"":""Q1"",""filing_year"":2025,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-c26f3e35-3c50-425b-9cd3-a717f241fec5,,Google,,OPEN
O-L-c289696e-f684-4bc9-a7ce-5ae515c696e5,,https://lda.gov/filings/public/filing/c289696e-f684-4bc9-a7ce-5ae515c696e5/print/,2026-09-14,"{""filing_uuid"":""c289696e-f684-4bc9-a7ce-5ae515c696e5"",""filing_type"":""2TY"",""filing_year"":2019,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-c289696e-f684-4bc9-a7ce-5ae515c696e5,,Microsoft,,OPEN
O-L-c50cabd1-f11d-4da7-b85d-fbd1c2633e13,,https://lda.gov/filings/public/filing/c50cabd1-f11d-4da7-b85d-fbd1c2633e13/print/,2026-09-14,"{""filing_uuid"":""c50cabd1-f11d-4da7-b85d-fbd1c2633e13"",""filing_type"":""Q4Y"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-c50cabd1-f11d-4da7-b85d-fbd1c2633e13,,Microsoft,,OPEN
O-L-c52b5521-0a2a-4108-b302-fb2aff92d5c3,,https://lda.gov/filings/public/filing/c52b5521-0a2a-4108-b302-fb2aff92d5c3/print/,2026-09-14,"{""filing_uuid"":""c52b5521-0a2a-4108-b302-fb2aff92d5c3"",""filing_type"":""2TY"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-c52b5521-0a2a-4108-b302-fb2aff92d5c3,,Meta,,OPEN
O-L-cd7a4c0b-034a-4b06-be45-55ed50271a9b,,https://lda.gov/filings/public/filing/cd7a4c0b-034a-4b06-be45-55ed50271a9b/print/,2026-09-14,"{""filing_uuid"":""cd7a4c0b-034a-4b06-be45-55ed50271a9b"",""filing_type"":""Q2Y"",""filing_year"":2019,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-cd7a4c0b-034a-4b06-be45-55ed50271a9b,,Microsoft,,OPEN
